"grid_type","game_id","game_event_id","player_id","player_name","team_id","team_name","period","minutes_remaining","seconds_remaining","event_type","action_type","shot_type","shot_zone_basic","shot_zone_area","shot_zone_range","shot_distance","loc_x","loc_y","shot_attempted_flag","shot_made_flag","game_date","htm","vtm","shot_made_numeric","shot_value","season","season_type"
"Shot Chart Detail","0040700201","292","2544","LeBron James","1610612739","Cleveland Cavaliers","3","5","30","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,22,16.45,1,"missed",2008-05-06,"BOS","CLE",0,3,"2007-08","Playoffs"
"Shot Chart Detail","0040700201","393","2544","LeBron James","1610612739","Cleveland Cavaliers","4","7","12","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,12.8,26.95,1,"missed",2008-05-06,"BOS","CLE",0,3,"2007-08","Playoffs"
"Shot Chart Detail","0040700201","408","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","34","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,1.6,6.75,1,"made",2008-05-06,"BOS","CLE",1,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700201","410","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","52","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",28,22.8,22.65,1,"missed",2008-05-06,"BOS","CLE",0,3,"2007-08","Playoffs"
"Shot Chart Detail","0040700201","418","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","16","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",9,-9.5,7.55,1,"missed",2008-05-06,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700201","447","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","55","Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,-7.4,8.75,1,"missed",2008-05-06,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700201","454","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","39","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2,6.55,1,"missed",2008-05-06,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700201","461","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","9","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,2.8,6.95,1,"missed",2008-05-06,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700201","474","2544","LeBron James","1610612739","Cleveland Cavaliers","4","0","4","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-0.3,29.95,1,"missed",2008-05-06,"BOS","CLE",0,3,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","2","2544","LeBron James","1610612739","Cleveland Cavaliers","1","11","42","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,20,8.85,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","34","2544","LeBron James","1610612739","Cleveland Cavaliers","1","7","9","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,20.7,5.15,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","45","2544","LeBron James","1610612739","Cleveland Cavaliers","1","5","51","Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-0.8,8.75,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","47","2544","LeBron James","1610612739","Cleveland Cavaliers","1","5","49","Made Shot","Putback Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.3,6.05,1,"made",2008-05-08,"BOS","CLE",1,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","54","2544","LeBron James","1610612739","Cleveland Cavaliers","1","4","30","Made Shot","Alley Oop Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1.5,5.95,1,"made",2008-05-08,"BOS","CLE",1,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","67","2544","LeBron James","1610612739","Cleveland Cavaliers","1","3","1","Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,5.75,1,"made",2008-05-08,"BOS","CLE",1,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","99","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","14","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,16.1,17.55,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","101","2544","LeBron James","1610612739","Cleveland Cavaliers","1","0","0","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,12.3,27.45,1,"missed",2008-05-08,"BOS","CLE",0,3,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","117","2544","LeBron James","1610612739","Cleveland Cavaliers","2","10","53","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",13,13,7.75,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","160","2544","LeBron James","1610612739","Cleveland Cavaliers","2","6","49","Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",16,16.1,5.55,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","186","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","53","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",21,18.6,16.45,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","192","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","25","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",20,12,22.35,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","197","2544","LeBron James","1610612739","Cleveland Cavaliers","2","3","1","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2.5,5.25,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","270","2544","LeBron James","1610612739","Cleveland Cavaliers","3","10","7","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,15.1,5.95,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","277","2544","LeBron James","1610612739","Cleveland Cavaliers","3","8","44","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,-20.7,18.55,1,"missed",2008-05-08,"BOS","CLE",0,3,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","314","2544","LeBron James","1610612739","Cleveland Cavaliers","3","5","8","Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",22,7.5,26.15,1,"made",2008-05-08,"BOS","CLE",1,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","328","2544","LeBron James","1610612739","Cleveland Cavaliers","3","3","58","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,16.8,19.35,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","356","2544","LeBron James","1610612739","Cleveland Cavaliers","3","0","51","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-2.6,5.55,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","362","2544","LeBron James","1610612739","Cleveland Cavaliers","3","0","9","Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,1,5.55,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","369","2544","LeBron James","1610612739","Cleveland Cavaliers","4","11","46","Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1.3,5.75,1,"made",2008-05-08,"BOS","CLE",1,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","414","2544","LeBron James","1610612739","Cleveland Cavaliers","4","6","38","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,0,30.25,1,"missed",2008-05-08,"BOS","CLE",0,3,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","417","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","57","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",22,-16.1,20.55,1,"missed",2008-05-08,"BOS","CLE",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","422","2544","LeBron James","1610612739","Cleveland Cavaliers","4","5","46","Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.5,5.45,1,"made",2008-05-08,"BOS","CLE",1,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700202","431","2544","LeBron James","1610612739","Cleveland Cavaliers","4","4","37","Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,5.1,30.05,1,"missed",2008-05-08,"BOS","CLE",0,3,"2007-08","Playoffs"
"Shot Chart Detail","0040700203","5","2544","LeBron James","1610612739","Cleveland Cavaliers","1","11","5","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",17,-0.8,22.35,1,"missed",2008-05-10,"CLE","BOS",0,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700203","32","2544","LeBron James","1610612739","Cleveland Cavaliers","1","6","46","Made Shot","Driving Dunk Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-0.3,4.45,1,"made",2008-05-10,"CLE","BOS",1,2,"2007-08","Playoffs"
"Shot Chart Detail","0040700203","44","2544","LeBron James","1610612739","Cleveland Cavaliers","1","5","18","Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",14,-13.8,8.35,1,"missed",2008-05-10,"CLE","BOS",0,2,"2007-08","Playoffs"
