"grid_type","shot_zone_basic","shot_zone_area","shot_zone_range","fga","fgm","fg_pct","shot_value"
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",109,5,0.046,3
"League Averages","Above the Break 3","Center(C)","24+ ft.",5386,1801,0.334,3
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",10095,3479,0.345,3
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",9959,3409,0.342,3
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",336,8,0.024,3
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",5626,2199,0.391,2
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",17559,6728,0.383,2
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",2169,852,0.393,2
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1981,773,0.39,2
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",5069,1919,0.379,3
"League Averages","Mid-Range","Center(C)","16-24 ft.",6232,2360,0.379,2
"League Averages","Mid-Range","Center(C)","8-16 ft.",1923,771,0.401,2
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",8831,3465,0.392,2
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",11556,4314,0.373,2
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",10325,4063,0.394,2
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",9436,3682,0.39,2
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",8619,3290,0.382,2
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",10735,3904,0.364,2
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",59358,34542,0.582,2
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",4499,1691,0.376,3
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",115,2,0.017,3
"League Averages","Above the Break 3","Center(C)","24+ ft.",5850,2027,0.346,3
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",10956,3840,0.35,3
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",10539,3717,0.353,3
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",363,3,0.008,3
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",5303,2099,0.396,2
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",16703,6636,0.397,2
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1918,787,0.41,2
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1834,725,0.395,2
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",5541,2090,0.377,3
"League Averages","Mid-Range","Center(C)","16-24 ft.",6879,2790,0.406,2
"League Averages","Mid-Range","Center(C)","8-16 ft.",1894,817,0.431,2
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",10027,4066,0.406,2
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",11101,4131,0.372,2
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",10302,4044,0.393,2
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",10601,4255,0.401,2
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",8849,3516,0.397,2
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",10381,3850,0.371,2
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",63163,36974,0.585,2
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",5307,2066,0.389,3
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",110,3,0.027,3
"League Averages","Above the Break 3","Center(C)","24+ ft.",6026,2107,0.35,3
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",10936,3868,0.354,3
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",10744,3774,0.351,3
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",371,9,0.024,3
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",5007,2063,0.412,2
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",16599,6703,0.404,2
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1802,737,0.409,2
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1699,664,0.391,2
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",5668,2184,0.385,3
"League Averages","Mid-Range","Center(C)","16-24 ft.",6981,2746,0.393,2
"League Averages","Mid-Range","Center(C)","8-16 ft.",1767,756,0.428,2
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",9926,4102,0.413,2
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",10072,3876,0.385,2
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",9829,3960,0.403,2
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",10594,4246,0.401,2
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",8627,3536,0.41,2
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",9130,3405,0.373,2
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",63017,37304,0.592,2
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",5409,2123,0.392,3
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",125,2,0.016,3
"League Averages","Above the Break 3","Center(C)","24+ ft.",6301,2159,0.343,3
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",11690,4127,0.353,3
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",11408,4110,0.36,3
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",376,10,0.027,3
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",5347,2287,0.428,2
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",16224,6700,0.413,2
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",1830,742,0.405,2
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",1812,681,0.376,2
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",6296,2420,0.384,3
"League Averages","Mid-Range","Center(C)","16-24 ft.",7053,2804,0.398,2
"League Averages","Mid-Range","Center(C)","8-16 ft.",1778,753,0.424,2
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",9939,3929,0.395,2
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",9478,3607,0.381,2
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",9372,3773,0.403,2
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",10491,4361,0.416,2
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",8162,3303,0.405,2
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",8486,3309,0.39,2
"League Averages","Restricted Area","Center(C)","Less Than 8 ft.",64492,38707,0.6,2
"League Averages","Right Corner 3","Right Side(R)","24+ ft.",5412,2076,0.384,3
"League Averages","Above the Break 3","Back Court(BC)","Back Court Shot",129,3,0.023,3
"League Averages","Above the Break 3","Center(C)","24+ ft.",6849,2374,0.347,3
"League Averages","Above the Break 3","Left Side Center(LC)","24+ ft.",12540,4481,0.357,3
"League Averages","Above the Break 3","Right Side Center(RC)","24+ ft.",12323,4426,0.359,3
"League Averages","Backcourt","Back Court(BC)","Back Court Shot",468,10,0.021,3
"League Averages","In The Paint (Non-RA)","Center(C)","8-16 ft.",6435,2577,0.4,2
"League Averages","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",15001,6210,0.414,2
"League Averages","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",2249,880,0.391,2
"League Averages","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",2226,918,0.412,2
"League Averages","Left Corner 3","Left Side(L)","24+ ft.",6340,2479,0.391,3
"League Averages","Mid-Range","Center(C)","16-24 ft.",8386,3433,0.409,2
"League Averages","Mid-Range","Center(C)","8-16 ft.",1688,721,0.427,2
"League Averages","Mid-Range","Left Side Center(LC)","16-24 ft.",10377,4195,0.404,2
"League Averages","Mid-Range","Left Side(L)","8-16 ft.",8623,3268,0.379,2
"League Averages","Mid-Range","Left Side(L)","16-24 ft.",9213,3787,0.411,2
"League Averages","Mid-Range","Right Side Center(RC)","16-24 ft.",10936,4413,0.404,2
"League Averages","Mid-Range","Right Side(R)","16-24 ft.",8205,3428,0.418,2
"League Averages","Mid-Range","Right Side(R)","8-16 ft.",8558,3283,0.384,2
